id_empleado,codigo_empleado,nombres,apellidos,num_documento,cargo,id_sede,correo,sueldo,fecha_ingreso
21,E0021,Julia,Ninaquispe Cruz,96606953,Peluquero canino,4,julia.ninaquispe@vet_cuidapatas.pe,,2026-02-17
22,E0022,Jorge,Rojas Bautista,60143229,Recepcionista veterinaria,1,jorge.rojas@vet_cuidapatas.pe,5879.11,2026-03-06
23,E0023,Rosa,Gutiérrez Mendoza,22869462,Auxiliar de farmacia veterinaria,4,rosa.gutiérrez@vet_cuidapatas.pe,4535.88,2026-02-17
24,E0024,Pamela,Paredes Vargas,75097856,Administrador de sede,6,pamela.paredes@vet_cuidapatas.pe,1885.69,2026-02-06
25,E0025,Ricardo,Díaz Torres,54597249,Médico veterinario,6,ricardo.díaz@vet_cuidapatas.pe,4572.69,2026-02-08
26,E0026,Sofía,Zevallos Villanueva,39218876,Técnico veterinario,3,sofía.zevallos@vet_cuidapatas.pe,,2026-03-06
27,E0027,Víctor,Mendoza Sánchez,48969703,Peluquero canino,3,víctor.mendoza@vet_cuidapatas.pe,2346.14,2026-03-27
28,E0028,José,Cruz Mendoza,84084715,Recepcionista veterinaria,2,josé.cruz@vet_cuidapatas.pe,4242.97,2026-03-04
29,E0029,Pamela,Aguirre Ríos,70034234,Auxiliar de farmacia veterinaria,5,pamela.aguirre@vet_cuidapatas.pe,6261.86,2026-03-12
30,E0030,Isabel,Torres Bautista,81642159,Administrador de sede,1,isabel.torres@vet_cuidapatas.pe,6349.88,2026-01-06
31,E0031,Luis,Lévano Villanueva,64706121,Médico veterinario,5,luis.lévano@vet_cuidapatas.pe,6474.77,2026-02-23
32,E0032,Pedro,Flores Torres,36484410,Técnico veterinario,4,pedro.flores@vet_cuidapatas.pe,4469.79,2026-02-25
33,E0033,Lucía,Castillo Bautista,36574134,Peluquero canino,5,lucía.castillo@vet_cuidapatas.pe,5088.34,2026-01-14
34,E0034,Bruno,Bautista Torres,86208004,Recepcionista veterinaria,1,bruno.bautista@vet_cuidapatas.pe,5537.17,2026-03-24
35,E0035,Rosa,Romero Zevallos,13163419,Auxiliar de farmacia veterinaria,5,rosa.romero@vet_cuidapatas.pe,5776.27,2026-02-16
36,E0036,Manuel,Ríos Torres,67809709,Administrador de sede,3,manuel.ríos@vet_cuidapatas.pe,1349.42,2026-03-19
37,E0037,Claudia,Díaz Cornejo,14975579,Médico veterinario,6,claudia.díaz@vet_cuidapatas.pe,3310.95,2026-01-20
38,E0038,Bruno,Sánchez Paredes,35043555,Técnico veterinario,5,bruno.sánchez@vet_cuidapatas.pe,5861.74,2026-01-25
39,E0039,Ana,Torres Chávez,36507739,Peluquero canino,2,ana.torres@vet_cuidapatas.pe,5048.16,2026-02-01
40,E0040,Miguel,Huamán Vargas,41457674,Recepcionista veterinaria,4,miguel.huamán@vet_cuidapatas.pe,1489.92,2026-01-23
